"UF";"Tipo Crime";"Mês/Ano";"Sexo da Vítima";"Valor considerado para Públicação no Portal Ministério da Justiça e Segurança Pública"
"Rio Grande do Norte";"Homicídio doloso";"07/2018";"Sexo NI";2
"Rio Grande do Norte";"Homicídio doloso";"08/2018";"Feminino";7
"Rio Grande do Norte";"Homicídio doloso";"08/2018";"Masculino";124
"Rio Grande do Norte";"Homicídio doloso";"08/2018";"Sexo NI";0
"Rio Grande do Norte";"Homicídio doloso";"09/2018";"Feminino";5
"Rio Grande do Norte";"Homicídio doloso";"09/2018";"Masculino";94
"Rio Grande do Norte";"Homicídio doloso";"09/2018";"Sexo NI";0
"Rio Grande do Norte";"Homicídio doloso";"10/2018";"Feminino";4
"Rio Grande do Norte";"Homicídio doloso";"10/2018";"Masculino";118
"Rio Grande do Norte";"Homicídio doloso";"10/2018";"Sexo NI";0
"Rio Grande do Norte";"Homicídio doloso";"11/2018";"Feminino";11
"Rio Grande do Norte";"Homicídio doloso";"11/2018";"Masculino";85
"Rio Grande do Norte";"Homicídio doloso";"11/2018";"Sexo NI";0
"Rio Grande do Norte";"Homicídio doloso";"12/2018";"Feminino";6
"Rio Grande do Norte";"Homicídio doloso";"12/2018";"Masculino";69
"Rio Grande do Norte";"Homicídio doloso";"12/2018";"Sexo NI";1
